item,amount,url
Chaos helmet,10,https://runescape.wiki/w/Exchange:Chaos_helmet
Chaos rune,25000,https://runescape.wiki/w/Exchange:Chaos_rune
Chaos shield,10,https://runescape.wiki/w/Exchange:Chaos_shield
Chaos talisman,500,https://runescape.wiki/w/Exchange:Chaos_talisman
Chaos tiara,100,https://runescape.wiki/w/Exchange:Chaos_tiara
Chaotic Assault cosmetic ability scroll,2,https://runescape.wiki/w/Exchange:Chaotic_Assault_cosmetic_ability_scroll
Chaotic Berserk cosmetic ability scroll,2,https://runescape.wiki/w/Exchange:Chaotic_Berserk_cosmetic_ability_scroll
Chaotic Hurricane cosmetic ability scroll,2,https://runescape.wiki/w/Exchange:Chaotic_Hurricane_cosmetic_ability_scroll
Chaotic Swiftness cosmetic ability scroll,2,https://runescape.wiki/w/Exchange:Chaotic_Swiftness_cosmetic_ability_scroll
Chaotic brimstone,5000,https://runescape.wiki/w/Exchange:Chaotic_brimstone
Chaotic crossbow frozen dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_crossbow_frozen_dye_kit
Chaotic crossbow warped dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_crossbow_warped_dye_kit
Chaotic essence,100,https://runescape.wiki/w/Exchange:Chaotic_essence
Chaotic maul frozen dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_maul_frozen_dye_kit
Chaotic maul warped dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_maul_warped_dye_kit
Chaotic rapier frozen dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_rapier_frozen_dye_kit
Chaotic rapier warped dye kit,2,https://runescape.wiki/w/Exchange:Chaotic_rapier_warped_dye_kit
Charcoal,100,https://runescape.wiki/w/Exchange:Charcoal
Chargebow,10,https://runescape.wiki/w/Exchange:Chargebow
Charming potion (1),1000,https://runescape.wiki/w/Exchange:Charming_potion_(1)
Charming potion (2),1000,https://runescape.wiki/w/Exchange:Charming_potion_(2)
Charming potion (3),1000,https://runescape.wiki/w/Exchange:Charming_potion_(3)
Charming potion (4),1000,https://runescape.wiki/w/Exchange:Charming_potion_(4)
Charming potion flask (6),1000,https://runescape.wiki/w/Exchange:Charming_potion_flask_(6)
Cheese,10000,https://runescape.wiki/w/Exchange:Cheese
Cheese+tom batta,1000,https://runescape.wiki/w/Exchange:Cheese%2Btom_batta
Cheesecake,1000,https://runescape.wiki/w/Exchange:Cheesecake
Chef's delight,100,https://runescape.wiki/w/Exchange:Chef%27s_delight
Chef's delight (1),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(1)
Chef's delight (2),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(2)
Chef's delight (3),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(3)
Chef's delight (4),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(4)
Chef's delight (barrel) (flatpack),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(barrel)_(flatpack)
Chef's delight (m),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(m)
Chef's delight (m1),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(m1)
Chef's delight (m2),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(m2)
Chef's delight (m3),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(m3)
Chef's delight (m4),100,https://runescape.wiki/w/Exchange:Chef%27s_delight_(m4)
Chef's hat,100,https://runescape.wiki/w/Exchange:Chef%27s_hat
Cherry blossom fan token,2,https://runescape.wiki/w/Exchange:Cherry_blossom_fan_token
Cherry blossom orb token,2,https://runescape.wiki/w/Exchange:Cherry_blossom_orb_token
Cherry blossom wand token,2,https://runescape.wiki/w/Exchange:Cherry_blossom_wand_token
Chest of Seasons,2,https://runescape.wiki/w/Exchange:Chest_of_Seasons
Chicken egg (unchecked),100,https://runescape.wiki/w/Exchange:Chicken_egg_(unchecked)
Chilli con carne,1000,https://runescape.wiki/w/Exchange:Chilli_con_carne
Chilli potato,1000,https://runescape.wiki/w/Exchange:Chilli_potato
Chinchompa,20000,https://runescape.wiki/w/Exchange:Chinchompa
Chinchompa residue,5000,https://runescape.wiki/w/Exchange:Chinchompa_residue
Chisel,100,https://runescape.wiki/w/Exchange:Chisel
Chitin scraps,20000,https://runescape.wiki/w/Exchange:Chitin_scraps
Choc ice,1000,https://runescape.wiki/w/Exchange:Choc_ice
Chocchip crunchies,1000,https://runescape.wiki/w/Exchange:Chocchip_crunchies
Chocolate Basket Token,2,https://runescape.wiki/w/Exchange:Chocolate_Basket_Token
Chocolate Saturday,500,https://runescape.wiki/w/Exchange:Chocolate_Saturday
Chocolate bar,10000,https://runescape.wiki/w/Exchange:Chocolate_bar
Chocolate bomb,1000,https://runescape.wiki/w/Exchange:Chocolate_bomb
Chocolate cake,1000,https://runescape.wiki/w/Exchange:Chocolate_cake
Chocolate cheesecake,1000,https://runescape.wiki/w/Exchange:Chocolate_cheesecake
Chocolate cow (unchecked),100,https://runescape.wiki/w/Exchange:Chocolate_cow_(unchecked)
Chocolate cream cheese,10000,https://runescape.wiki/w/Exchange:Chocolate_cream_cheese
Chocolate dust,10000,https://runescape.wiki/w/Exchange:Chocolate_dust
Chocolate hair head token,2,https://runescape.wiki/w/Exchange:Chocolate_hair_head_token
Chocolate slice,1000,https://runescape.wiki/w/Exchange:Chocolate_slice
Chopped garlic,1000,https://runescape.wiki/w/Exchange:Chopped_garlic
Chopped onion,1000,https://runescape.wiki/w/Exchange:Chopped_onion
Chopped tomato,1000,https://runescape.wiki/w/Exchange:Chopped_tomato
Chopped tuna,10000,https://runescape.wiki/w/Exchange:Chopped_tuna
Christmas cracker,2,https://runescape.wiki/w/Exchange:Christmas_cracker
Christmas jumper token (Christmas tree),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(Christmas_tree)
Christmas jumper token (Party hat),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(Party_hat)
Christmas jumper token (Rudolph),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(Rudolph)
Christmas jumper token (chinchompa),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(chinchompa)
Christmas jumper token (guthix),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(guthix)
Christmas jumper token (penguin),2,https://runescape.wiki/w/Exchange:Christmas_jumper_token_(penguin)
Christmas lootbeam token,2,https://runescape.wiki/w/Exchange:Christmas_lootbeam_token
Christmas pudding balloon,2,https://runescape.wiki/w/Exchange:Christmas_pudding_balloon
Christmas scythe,2,https://runescape.wiki/w/Exchange:Christmas_scythe
Christmas tree cape token,2,https://runescape.wiki/w/Exchange:Christmas_tree_cape_token
Christmas tree hat,2,https://runescape.wiki/w/Exchange:Christmas_tree_hat
Christmas tree kite,2,https://runescape.wiki/w/Exchange:Christmas_tree_kite
Chronotes,50000,https://runescape.wiki/w/Exchange:Chronotes
Cider,100,https://runescape.wiki/w/Exchange:Cider
Cider (1),100,https://runescape.wiki/w/Exchange:Cider_(1)
Cider (2),100,https://runescape.wiki/w/Exchange:Cider_(2)
Cider (3),100,https://runescape.wiki/w/Exchange:Cider_(3)
Cider (4),100,https://runescape.wiki/w/Exchange:Cider_(4)
Cider (m1),100,https://runescape.wiki/w/Exchange:Cider_(m1)
Cider (m2),100,https://runescape.wiki/w/Exchange:Cider_(m2)
Cider (m3),100,https://runescape.wiki/w/Exchange:Cider_(m3)
Cider (m4),100,https://runescape.wiki/w/Exchange:Cider_(m4)
Cider barrel (flatpack),100,https://runescape.wiki/w/Exchange:Cider_barrel_(flatpack)
Ciku,10000,https://runescape.wiki/w/Exchange:Ciku
Ciku seed,100,https://runescape.wiki/w/Exchange:Ciku_seed
Cinderbane gloves,2,https://runescape.wiki/w/Exchange:Cinderbane_gloves
Circular hide,100,https://runescape.wiki/w/Exchange:Circular_hide
Citizen shoes,100,https://runescape.wiki/w/Exchange:Citizen_shoes
Citizen top,100,https://runescape.wiki/w/Exchange:Citizen_top
Citizen trousers,100,https://runescape.wiki/w/Exchange:Citizen_trousers
Clawdia claws token,2,https://runescape.wiki/w/Exchange:Clawdia_claws_token
Clawdia hat token,2,https://runescape.wiki/w/Exchange:Clawdia_hat_token
Clawdia wings token,2,https://runescape.wiki/w/Exchange:Clawdia_wings_token
Clay,25000,https://runescape.wiki/w/Exchange:Clay
Clay ring,100,https://runescape.wiki/w/Exchange:Clay_ring
Clay ring (unfired),100,https://runescape.wiki/w/Exchange:Clay_ring_(unfired)
Clean arbuck,10000,https://runescape.wiki/w/Exchange:Clean_arbuck
Clean avantoe,10000,https://runescape.wiki/w/Exchange:Clean_avantoe
Clean bloodweed,10000,https://runescape.wiki/w/Exchange:Clean_bloodweed
Clean cadantine,10000,https://runescape.wiki/w/Exchange:Clean_cadantine
Clean dwarf weed,10000,https://runescape.wiki/w/Exchange:Clean_dwarf_weed
Clean fellstalk,10000,https://runescape.wiki/w/Exchange:Clean_fellstalk
Clean guam,10000,https://runescape.wiki/w/Exchange:Clean_guam
Clean harralander,10000,https://runescape.wiki/w/Exchange:Clean_harralander
Clean irit,10000,https://runescape.wiki/w/Exchange:Clean_irit
Clean kwuarm,10000,https://runescape.wiki/w/Exchange:Clean_kwuarm
Clean lantadyme,10000,https://runescape.wiki/w/Exchange:Clean_lantadyme
Clean marrentill,10000,https://runescape.wiki/w/Exchange:Clean_marrentill
Clean ranarr,10000,https://runescape.wiki/w/Exchange:Clean_ranarr
Clean snapdragon,10000,https://runescape.wiki/w/Exchange:Clean_snapdragon
Clean spirit weed,10000,https://runescape.wiki/w/Exchange:Clean_spirit_weed
Clean tarromin,10000,https://runescape.wiki/w/Exchange:Clean_tarromin
Clean toadflax,10000,https://runescape.wiki/w/Exchange:Clean_toadflax
Clean torstol,10000,https://runescape.wiki/w/Exchange:Clean_torstol
Clean wergali,10000,https://runescape.wiki/w/Exchange:Clean_wergali
Cleaning cloth,100,https://runescape.wiki/w/Exchange:Cleaning_cloth
Cleaver,100,https://runescape.wiki/w/Exchange:Cleaver
Clingy mole,100,https://runescape.wiki/w/Exchange:Clingy_mole
Cloak of Seasons,2,https://runescape.wiki/w/Exchange:Cloak_of_Seasons
Clocktower Teleport,300,https://runescape.wiki/w/Exchange:Clocktower_Teleport
Clockwork,5000,https://runescape.wiki/w/Exchange:Clockwork
Clockwork box trap,100,https://runescape.wiki/w/Exchange:Clockwork_box_trap
Clockwork cat,100,https://runescape.wiki/w/Exchange:Clockwork_cat
Clover 2h sword token,2,https://runescape.wiki/w/Exchange:Clover_2h_sword_token
Clover axe token,2,https://runescape.wiki/w/Exchange:Clover_axe_token
Clover crossbow token,2,https://runescape.wiki/w/Exchange:Clover_crossbow_token
Clover parasol,2,https://runescape.wiki/w/Exchange:Clover_parasol
Clover shieldbow token,2,https://runescape.wiki/w/Exchange:Clover_shieldbow_token
Clover staff token,2,https://runescape.wiki/w/Exchange:Clover_staff_token
Clover wand token,2,https://runescape.wiki/w/Exchange:Clover_wand_token
Coal,25000,https://runescape.wiki/w/Exchange:Coal
Coal stone spirit,25000,https://runescape.wiki/w/Exchange:Coal_stone_spirit
Cobalt blue,5000,https://runescape.wiki/w/Exchange:Cobalt_blue
Cobalt chinchompa (unchecked),100,https://runescape.wiki/w/Exchange:Cobalt_chinchompa_(unchecked)
Cobalt skillchompa,20000,https://runescape.wiki/w/Exchange:Cobalt_skillchompa
Cockatrice egg,5000,https://runescape.wiki/w/Exchange:Cockatrice_egg
Cocktail flare rest override token,2,https://runescape.wiki/w/Exchange:Cocktail_flare_rest_override_token
Coconut,5000,https://runescape.wiki/w/Exchange:Coconut
Coconut (open),1000,https://runescape.wiki/w/Exchange:Coconut_(open)
Coconut milk,10000,https://runescape.wiki/w/Exchange:Coconut_milk
Coconut parasol,2,https://runescape.wiki/w/Exchange:Coconut_parasol
Coconut shell,1000,https://runescape.wiki/w/Exchange:Coconut_shell
Cod,10000,https://runescape.wiki/w/Exchange:Cod
Codex of lost knowledge,2,https://runescape.wiki/w/Exchange:Codex_of_lost_knowledge
Coin of enchantment (tradeable),100,https://runescape.wiki/w/Exchange:Coin_of_enchantment_(tradeable)
Columbarium ring (new),10000,https://runescape.wiki/w/Exchange:Columbarium_ring_(new)
Combat bracelet,500,https://runescape.wiki/w/Exchange:Combat_bracelet
Combat bracelet (4),500,https://runescape.wiki/w/Exchange:Combat_bracelet_(4)
Combat flask (6),1000,https://runescape.wiki/w/Exchange:Combat_flask_(6)
Combat hood 0,100,https://runescape.wiki/w/Exchange:Combat_hood_0
Combat mix (1),1000,https://runescape.wiki/w/Exchange:Combat_mix_(1)
Combat mix (2),1000,https://runescape.wiki/w/Exchange:Combat_mix_(2)
Combat potion (1),1000,https://runescape.wiki/w/Exchange:Combat_potion_(1)
Combat potion (2),1000,https://runescape.wiki/w/Exchange:Combat_potion_(2)
Combat potion (3),1000,https://runescape.wiki/w/Exchange:Combat_potion_(3)
Combat potion (4),1000,https://runescape.wiki/w/Exchange:Combat_potion_(4)
Combat robe bottom 0,100,https://runescape.wiki/w/Exchange:Combat_robe_bottom_0
Combat robe top 0,100,https://runescape.wiki/w/Exchange:Combat_robe_top_0
Common brown rabbit (unchecked),100,https://runescape.wiki/w/Exchange:Common_brown_rabbit_(unchecked)
Common green frog (unchecked),100,https://runescape.wiki/w/Exchange:Common_green_frog_(unchecked)
Common jadinko (unchecked),100,https://runescape.wiki/w/Exchange:Common_jadinko_(unchecked)
Common kebbit fur,100,https://runescape.wiki/w/Exchange:Common_kebbit_fur
Common white hen (unchecked),100,https://runescape.wiki/w/Exchange:Common_white_hen_(unchecked)
Comp ogre bow,100,https://runescape.wiki/w/Exchange:Comp_ogre_bow
Compass rose,5000,https://runescape.wiki/w/Exchange:Compass_rose
Compost,20000,https://runescape.wiki/w/Exchange:Compost
Compost Mound scroll (Generate Compost),5000,https://runescape.wiki/w/Exchange:Compost_Mound_scroll_(Generate_Compost)
Compost mound pouch,5000,https://runescape.wiki/w/Exchange:Compost_mound_pouch
Compost potion (1),100,https://runescape.wiki/w/Exchange:Compost_potion_(1)
Compost potion (2),100,https://runescape.wiki/w/Exchange:Compost_potion_(2)
Compost potion (3),100,https://runescape.wiki/w/Exchange:Compost_potion_(3)
Compost potion (4),100,https://runescape.wiki/w/Exchange:Compost_potion_(4)
Concentrated alloy bar,10000,https://runescape.wiki/w/Exchange:Concentrated_alloy_bar
Conga dance walk override token,2,https://runescape.wiki/w/Exchange:Conga_dance_walk_override_token
Conga eel whip token,2,https://runescape.wiki/w/Exchange:Conga_eel_whip_token
Congealed blood,5000,https://runescape.wiki/w/Exchange:Congealed_blood
Conjurer's raising amulet,100,https://runescape.wiki/w/Exchange:Conjurer%27s_raising_amulet
Contact juggling resting token,2,https://runescape.wiki/w/Exchange:Contact_juggling_resting_token
Cooked chicken,1000,https://runescape.wiki/w/Exchange:Cooked_chicken
Cooked chompy,1000,https://runescape.wiki/w/Exchange:Cooked_chompy
Cooked crab meat,100,https://runescape.wiki/w/Exchange:Cooked_crab_meat
Cooked eeligator,10000,https://runescape.wiki/w/Exchange:Cooked_eeligator
Cooked jubbly,100,https://runescape.wiki/w/Exchange:Cooked_jubbly
Cooked karambwan,10000,https://runescape.wiki/w/Exchange:Cooked_karambwan
Cooked meat,1000,https://runescape.wiki/w/Exchange:Cooked_meat
Cooked oomlie wrap,1000,https://runescape.wiki/w/Exchange:Cooked_oomlie_wrap
Cooked rabbit,5000,https://runescape.wiki/w/Exchange:Cooked_rabbit
Cooked slimy eel,1000,https://runescape.wiki/w/Exchange:Cooked_slimy_eel
Cooked sweetcorn,10000,https://runescape.wiki/w/Exchange:Cooked_sweetcorn
Cooked undead chicken,100,https://runescape.wiki/w/Exchange:Cooked_undead_chicken
Cooked undead meat,100,https://runescape.wiki/w/Exchange:Cooked_undead_meat
Cooking apple,1000,https://runescape.wiki/w/Exchange:Cooking_apple
Cooking flask (6),1000,https://runescape.wiki/w/Exchange:Cooking_flask_(6)
Cooking potion (1),1000,https://runescape.wiki/w/Exchange:Cooking_potion_(1)
Cooking potion (2),1000,https://runescape.wiki/w/Exchange:Cooking_potion_(2)
Cooking potion (3),1000,https://runescape.wiki/w/Exchange:Cooking_potion_(3)
Cooking potion (4),1000,https://runescape.wiki/w/Exchange:Cooking_potion_(4)
Copper ore,25000,https://runescape.wiki/w/Exchange:Copper_ore
Copper stone spirit,25000,https://runescape.wiki/w/Exchange:Copper_stone_spirit
Coral dagger token,2,https://runescape.wiki/w/Exchange:Coral_dagger_token
Coral sword token,2,https://runescape.wiki/w/Exchange:Coral_sword_token
Coraxatrice egg,5000,https://runescape.wiki/w/Exchange:Coraxatrice_egg
Corbicula gelum (unchecked),100,https://runescape.wiki/w/Exchange:Corbicula_gelum_(unchecked)
Corbicula malum (unchecked),100,https://runescape.wiki/w/Exchange:Corbicula_malum_(unchecked)
Corbicula rex (unchecked),100,https://runescape.wiki/w/Exchange:Corbicula_rex_(unchecked)
Corbicula rex meat,1000,https://runescape.wiki/w/Exchange:Corbicula_rex_meat
Corpse spider egg (unchecked),100,https://runescape.wiki/w/Exchange:Corpse_spider_egg_(unchecked)
Corrupt Morrigan's coif,10,https://runescape.wiki/w/Exchange:Corrupt_Morrigan%27s_coif
Corrupt Morrigan's javelin,1000,https://runescape.wiki/w/Exchange:Corrupt_Morrigan%27s_javelin
Corrupt Morrigan's leather body,10,https://runescape.wiki/w/Exchange:Corrupt_Morrigan%27s_leather_body
Corrupt Morrigan's leather chaps,10,https://runescape.wiki/w/Exchange:Corrupt_Morrigan%27s_leather_chaps
Corrupt Morrigan's throwing axe,1000,https://runescape.wiki/w/Exchange:Corrupt_Morrigan%27s_throwing_axe
Corrupt Statius's full helm,10,https://runescape.wiki/w/Exchange:Corrupt_Statius%27s_full_helm
Corrupt Statius's platebody,10,https://runescape.wiki/w/Exchange:Corrupt_Statius%27s_platebody
Corrupt Statius's platelegs,10,https://runescape.wiki/w/Exchange:Corrupt_Statius%27s_platelegs
Corrupt Statius's warhammer,10,https://runescape.wiki/w/Exchange:Corrupt_Statius%27s_warhammer
Corrupt Vesta's chainbody,10,https://runescape.wiki/w/Exchange:Corrupt_Vesta%27s_chainbody
Corrupt Vesta's longsword,10,https://runescape.wiki/w/Exchange:Corrupt_Vesta%27s_longsword
Corrupt Vesta's plateskirt,10,https://runescape.wiki/w/Exchange:Corrupt_Vesta%27s_plateskirt
Corrupt Vesta's spear,10,https://runescape.wiki/w/Exchange:Corrupt_Vesta%27s_spear
Corrupt Zuriel's hood,10,https://runescape.wiki/w/Exchange:Corrupt_Zuriel%27s_hood
Corrupt Zuriel's robe bottom,10,https://runescape.wiki/w/Exchange:Corrupt_Zuriel%27s_robe_bottom
Corrupt Zuriel's robe top,10,https://runescape.wiki/w/Exchange:Corrupt_Zuriel%27s_robe_top
Corrupt Zuriel's staff,10,https://runescape.wiki/w/Exchange:Corrupt_Zuriel%27s_staff
Corrupt dragon battleaxe,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_battleaxe
Corrupt dragon chainbody,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_chainbody
Corrupt dragon dagger,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_dagger
Corrupt dragon helm,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_helm
Corrupt dragon longsword,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_longsword
Corrupt dragon mace,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_mace
Corrupt dragon platelegs,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_platelegs
Corrupt dragon plateskirt,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_plateskirt
Corrupt dragon scimitar,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_scimitar
Corrupt dragon spear,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_spear
Corrupt dragon sq shield,10,https://runescape.wiki/w/Exchange:Corrupt_dragon_sq_shield
Corrupted Chain scroll,2,https://runescape.wiki/w/Exchange:Corrupted_Chain_scroll
Corrupted Combust cosmetic ability scroll,2,https://runescape.wiki/w/Exchange:Corrupted_Combust_cosmetic_ability_scroll
Corrupted Concentrated Blast scroll,2,https://runescape.wiki/w/Exchange:Corrupted_Concentrated_Blast_scroll
Corrupted Creature Wildcard,500,https://runescape.wiki/w/Exchange:Corrupted_Creature_Wildcard
Corrupted Wild Magic scroll,2,https://runescape.wiki/w/Exchange:Corrupted_Wild_Magic_scroll
Corrupted gem,100,https://runescape.wiki/w/Exchange:Corrupted_gem
Corrupted magic logs,25000,https://runescape.wiki/w/Exchange:Corrupted_magic_logs
Cosmic body,10,https://runescape.wiki/w/Exchange:Cosmic_body
Cosmic boots,10,https://runescape.wiki/w/Exchange:Cosmic_boots
Cosmic gloves,10,https://runescape.wiki/w/Exchange:Cosmic_gloves
Cosmic helmet,10,https://runescape.wiki/w/Exchange:Cosmic_helmet
Cosmic rune,25000,https://runescape.wiki/w/Exchange:Cosmic_rune
Cosmic shield,10,https://runescape.wiki/w/Exchange:Cosmic_shield
Cosmic talisman,500,https://runescape.wiki/w/Exchange:Cosmic_talisman
Cosmic tiara,100,https://runescape.wiki/w/Exchange:Cosmic_tiara
Costume skipping ticket,200,https://runescape.wiki/w/Exchange:Costume_skipping_ticket
Cottontail knight helmet token,25,https://runescape.wiki/w/Exchange:Cottontail_knight_helmet_token
Cottontail knight lower body token,25,https://runescape.wiki/w/Exchange:Cottontail_knight_lower_body_token
Cottontail knight upper body token,25,https://runescape.wiki/w/Exchange:Cottontail_knight_upper_body_token
Cowhide,10000,https://runescape.wiki/w/Exchange:Cowhide
Crab hat (tradeable),2,https://runescape.wiki/w/Exchange:Crab_hat_(tradeable)
Crabbe Bunny appearance token,2,https://runescape.wiki/w/Exchange:Crabbe_Bunny_appearance_token
Cracked cooking urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_cooking_urn_(no_rune)
Cracked divination urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_divination_urn_(no_rune)
Cracked farming urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_farming_urn_(no_rune)
Cracked fishing urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_fishing_urn_(no_rune)
Cracked hunter urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_hunter_urn_(no_rune)
Cracked mining urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_mining_urn_(no_rune)
Cracked runecrafting urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_runecrafting_urn_(no_rune)
Cracked smithing urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_smithing_urn_(no_rune)
Cracked woodcutting urn (no rune),400,https://runescape.wiki/w/Exchange:Cracked_woodcutting_urn_(no_rune)
Crafting cleaner (Inactive),100,https://runescape.wiki/w/Exchange:Crafting_cleaner_(Inactive)
Crafting flask (6),1000,https://runescape.wiki/w/Exchange:Crafting_flask_(6)
Crafting potion (1),1000,https://runescape.wiki/w/Exchange:Crafting_potion_(1)
Crafting potion (2),1000,https://runescape.wiki/w/Exchange:Crafting_potion_(2)
Crafting potion (3),1000,https://runescape.wiki/w/Exchange:Crafting_potion_(3)
Crafting potion (4),1000,https://runescape.wiki/w/Exchange:Crafting_potion_(4)
Crayfish,10000,https://runescape.wiki/w/Exchange:Crayfish
Crayfish cage,100,https://runescape.wiki/w/Exchange:Crayfish_cage
Cream boots,100,https://runescape.wiki/w/Exchange:Cream_boots
Cream cheese,10000,https://runescape.wiki/w/Exchange:Cream_cheese
Cream hat,100,https://runescape.wiki/w/Exchange:Cream_hat
Cream robe bottoms,100,https://runescape.wiki/w/Exchange:Cream_robe_bottoms
Cream robe top,100,https://runescape.wiki/w/Exchange:Cream_robe_top
Cream tea,1000,https://runescape.wiki/w/Exchange:Cream_tea
Crest of Seren,10,https://runescape.wiki/w/Exchange:Crest_of_Seren
Crest of Sliske,10,https://runescape.wiki/w/Exchange:Crest_of_Sliske
Crest of Zamorak,10,https://runescape.wiki/w/Exchange:Crest_of_Zamorak
Crest of Zaros,10,https://runescape.wiki/w/Exchange:Crest_of_Zaros
Crest of seren shard,1200,https://runescape.wiki/w/Exchange:Crest_of_seren_shard
Crest of sliske shard,1200,https://runescape.wiki/w/Exchange:Crest_of_sliske_shard
Crest of zamorak shard,1200,https://runescape.wiki/w/Exchange:Crest_of_zamorak_shard
Crest of zaros shard,1200,https://runescape.wiki/w/Exchange:Crest_of_zaros_shard
Crimson chinchompa (unchecked),100,https://runescape.wiki/w/Exchange:Crimson_chinchompa_(unchecked)
Crimson skillchompa,20000,https://runescape.wiki/w/Exchange:Crimson_skillchompa
Croesus flakes,40000,https://runescape.wiki/w/Exchange:Croesus_flakes
Croesus foultorch,10,https://runescape.wiki/w/Exchange:Croesus_foultorch
Croesus spore sack,100,https://runescape.wiki/w/Exchange:Croesus_spore_sack
Croesus sporehammer,10,https://runescape.wiki/w/Exchange:Croesus_sporehammer
Crossbow,100,https://runescape.wiki/w/Exchange:Crossbow
Crossbow string,1000,https://runescape.wiki/w/Exchange:Crossbow_string
Crown of Seasons,2,https://runescape.wiki/w/Exchange:Crown_of_Seasons
Crown of the First Necromancer,2,https://runescape.wiki/w/Exchange:Crown_of_the_First_Necromancer
Crude wooden chair (flatpack),100,https://runescape.wiki/w/Exchange:Crude_wooden_chair_(flatpack)
Crushed dragonstone,100,https://runescape.wiki/w/Exchange:Crushed_dragonstone
Crushed nest,10000,https://runescape.wiki/w/Exchange:Crushed_nest
Crustacea armour token,2,https://runescape.wiki/w/Exchange:Crustacea_armour_token
Crusty companion pet token,2,https://runescape.wiki/w/Exchange:Crusty_companion_pet_token
Crux Eqal hood,10,https://runescape.wiki/w/Exchange:Crux_Eqal_hood
Crypt scythe token,25,https://runescape.wiki/w/Exchange:Crypt_scythe_token
Crypt shieldbow token,25,https://runescape.wiki/w/Exchange:Crypt_shieldbow_token
Crypt staff token,25,https://runescape.wiki/w/Exchange:Crypt_staff_token
Cryptbloom boots,100,https://runescape.wiki/w/Exchange:Cryptbloom_boots
Cryptbloom boots (incomplete),10,https://runescape.wiki/w/Exchange:Cryptbloom_boots_(incomplete)
Cryptbloom bottoms,100,https://runescape.wiki/w/Exchange:Cryptbloom_bottoms
Cryptbloom bottoms (incomplete),10,https://runescape.wiki/w/Exchange:Cryptbloom_bottoms_(incomplete)
Cryptbloom gloves,100,https://runescape.wiki/w/Exchange:Cryptbloom_gloves
Cryptbloom gloves (incomplete),10,https://runescape.wiki/w/Exchange:Cryptbloom_gloves_(incomplete)
Cryptbloom helm,100,https://runescape.wiki/w/Exchange:Cryptbloom_helm
Cryptbloom helm (incomplete),10,https://runescape.wiki/w/Exchange:Cryptbloom_helm_(incomplete)
Cryptbloom top,100,https://runescape.wiki/w/Exchange:Cryptbloom_top
Cryptbloom top (incomplete),10,https://runescape.wiki/w/Exchange:Cryptbloom_top_(incomplete)
Crystal Shapeshifter Wildcard,500,https://runescape.wiki/w/Exchange:Crystal_Shapeshifter_Wildcard
Crystal armour seed,100,https://runescape.wiki/w/Exchange:Crystal_armour_seed
Crystal ball token,2,https://runescape.wiki/w/Exchange:Crystal_ball_token
Crystal body,5,https://runescape.wiki/w/Exchange:Crystal_body
Crystal boots,5,https://runescape.wiki/w/Exchange:Crystal_boots
Crystal bow,2,https://runescape.wiki/w/Exchange:Crystal_bow
Crystal chakram,2,https://runescape.wiki/w/Exchange:Crystal_chakram
Crystal chinchompa (unchecked),100,https://runescape.wiki/w/Exchange:Crystal_chinchompa_(unchecked)
Crystal dagger,2,https://runescape.wiki/w/Exchange:Crystal_dagger
Crystal deflector,2,https://runescape.wiki/w/Exchange:Crystal_deflector
Crystal flask,1000,https://runescape.wiki/w/Exchange:Crystal_flask
Crystal gloves,5,https://runescape.wiki/w/Exchange:Crystal_gloves
